,label,set
6688,Flower,train
10764,Flower,train
6931,Flower,train
11112,Flower,train
10150,Flower,train
7071,Flower,train
6984,Flower,train
2457,Flower,train
332,Flower,train
2573,Flower,train
11546,Flower,train
10962,Flower,train
8362,Flower,train
10903,Flower,train
1489,Flower,train
10808,Flower,train
2726,Flower,train
8063,Flower,train
11754,Flower,train
6542,Flower,train
11066,Flower,train
7218,Flower,train
572,Flower,train
5632,Flower,train
9222,Flower,train
10102,Flower,train
1019,Flower,train
2150,Flower,train
712,Flower,train
3432,Flower,train
6042,Flower,train
9487,Flower,train
7070,Flower,train
3238,Flower,train
2612,Flower,train
3395,Flower,train
3813,Flower,train
3388,Flower,train
10988,Flower,train
11568,Flower,train
7974,Flower,train
7564,Flower,train
11623,Flower,train
4635,Flower,train
11224,Flower,train
1267,Flower,train
1054,Flower,train
1436,Flower,train
11805,Flower,train
6225,Flower,train
5379,Flower,train
3571,Flower,train
1912,Flower,train
7810,Flower,train
7039,Flower,train
11552,Flower,train
919,Flower,train
1660,Flower,train
5375,Flower,train
10855,Flower,train
6311,Flower,train
300,Flower,train
5657,Flower,train
6658,Flower,train
10935,Flower,train
1849,Flower,train
11173,Flower,train
3045,Flower,train
5568,Flower,train
4923,Flower,train
9763,Flower,train
1279,Flower,train
7320,Flower,train
3106,Flower,train
8217,Flower,train
9808,Flower,train
4260,Flower,train
460,Flower,train
842,Flower,train
1250,Flower,train
6803,Flower,train
750,Flower,train
4796,Flower,train
4920,Flower,train
5989,Flower,train
10628,Flower,train
9090,Flower,train
9604,Flower,train
10647,Flower,train
7087,Flower,train
7277,Flower,train
2659,Flower,train
11477,Flower,train
395,Flower,train
11164,Flower,train
9879,Flower,train
3249,Flower,train
10887,Flower,train
1615,Flower,train
2318,Flower,train
486,Flower,train
8653,Flower,train
2253,Flower,train
5027,Flower,train
5976,Flower,train
10899,Flower,train
4158,Flower,train
3797,Flower,train
4061,Flower,train
2738,Flower,train
4310,Flower,train
7541,Flower,train
11620,Flower,train
2031,Flower,train
5391,Flower,train
7500,Flower,train
1583,Flower,train
7681,Flower,train
8031,Flower,train
8260,Flower,train
6902,Flower,train
623,Flower,train
9779,Flower,train
10831,Flower,train
6019,Flower,train
2228,Flower,train
6893,Flower,train
7183,Flower,train
434,Flower,train
2083,Flower,train
3534,Flower,train
3961,Flower,train
8392,Flower,train
7300,Flower,train
10009,Flower,train
74,Flower,train
960,Flower,train
266,Flower,train
11442,Flower,train
10186,Flower,train
1859,Flower,train
8853,Flower,train
11812,Flower,train
9608,Flower,train
6380,Flower,train
2925,Flower,train
2946,Flower,train
3004,Flower,train
8968,Flower,train
2743,Flower,train
6726,Flower,train
3013,Flower,train
4780,Flower,train
788,Flower,train
5785,Flower,train
2826,Flower,train
6152,Flower,train
5241,Flower,train
3750,Flower,train
5043,Flower,train
11305,Flower,train
10289,Flower,train
3662,Flower,train
11493,Flower,train
10733,Flower,train
7703,Flower,train
9437,Flower,train
3136,Flower,train
10000,Flower,train
4100,Flower,train
7723,Flower,train
8779,Flower,train
3139,Flower,train
5714,Flower,train
2531,Flower,train
1179,Flower,train
4831,Flower,train
296,Flower,train
6517,Flower,train
9595,Flower,train
1353,Flower,train
4687,Flower,train
5189,Flower,train
11293,Flower,train
10304,Flower,train
10769,Flower,train
2101,Flower,train
6371,Flower,train
9178,Flower,train
7286,Flower,train
11366,Flower,train
9052,Flower,train
1450,Flower,train
4359,Flower,train
9068,Flower,train
5727,Flower,train
11794,Flower,train
1247,Flower,train
4515,Flower,train
2486,Flower,train
3886,Flower,train
9693,Flower,train
10551,Flower,train
10707,Flower,train
9995,Flower,train
9598,Flower,train
8248,Flower,train
5951,Flower,train
245,Flower,train
2606,Flower,train
5315,Flower,train
2552,Flower,train
9416,Flower,train
9216,Flower,train
4339,Flower,train
6793,Flower,train
10777,Flower,train
8304,Flower,train
2038,Flower,train
1997,Flower,train
8826,Flower,train
1,Flower,train
4825,Flower,train
7083,Flower,train
1858,Flower,train
7830,Flower,train
8718,Flower,train
821,Flower,train
5143,Flower,train
2446,Flower,train
2567,Flower,train
9193,Flower,train
2093,Flower,train
1726,Flower,train
3808,Flower,train
9734,Flower,train
529,Flower,train
6034,Flower,train
4912,Flower,train
1606,Flower,train
3700,Flower,train
10742,Flower,train
3437,Flower,train
2076,Flower,train
4115,Flower,train
161,Flower,train
4127,Flower,train
5550,Flower,train
4470,Flower,train
7683,Flower,train
1958,Flower,train
5873,Flower,train
6896,Flower,train
9723,Flower,train
11395,Flower,train
1413,Flower,train
1469,Flower,train
8793,Flower,train
702,Flower,train
6705,Flower,train
9102,Flower,train
4255,Flower,train
6581,Flower,train
5919,Flower,train
8193,Flower,train
2267,Flower,train
10910,Flower,train
11378,Flower,train
4934,Flower,train
4623,Flower,train
8871,Flower,train
2987,Flower,train
3075,Flower,train
208,Flower,train
10263,Flower,train
2171,Flower,train
1085,Flower,train
6080,Flower,train
392,Flower,train
345,Flower,train
8549,Flower,train
472,Flower,train
2649,Flower,train
10035,Flower,train
10975,Flower,train
1065,Flower,train
9649,Flower,train
6453,Flower,train
4439,Flower,train
4479,Flower,train
4197,Flower,train
7969,Flower,train
2591,Flower,train
4026,Flower,train
6771,Flower,train
2434,Flower,train
9490,Flower,train
7432,Flower,train
2314,Flower,train
10902,Flower,train
1106,Flower,train
9714,Flower,train
11192,Flower,train
8507,Flower,train
7531,Flower,train
9990,Flower,train
6137,Flower,train
9027,Flower,train
5003,Flower,train
2182,Flower,train
9290,Flower,train
4136,Flower,train
2523,Flower,train
6366,Flower,train
8464,Flower,train
5944,Flower,train
1372,Flower,train
6135,Flower,train
2115,Flower,train
6013,Flower,train
4211,Flower,train
10109,Flower,train
9588,Flower,train
8899,Flower,train
325,Flower,train
288,Flower,train
4081,Flower,train
5939,Flower,train
9901,Flower,train
1226,Flower,train
7571,Flower,train
7692,Flower,train
4699,Flower,train
10830,Flower,train
10679,Flower,train
10683,Flower,train
6141,Flower,train
3076,Flower,train
9801,Flower,train
4944,Flower,train
10541,Flower,train
6567,Flower,train
3016,Flower,train
3859,Flower,train
10687,Flower,train
184,Flower,train
7726,Flower,train
8631,Flower,train
10932,Flower,train
3223,Flower,train
7994,Flower,train
10533,Flower,train
3117,Flower,train
101,Flower,train
11226,Flower,train
2959,Flower,train
10233,Flower,train
1781,Flower,train
8100,Flower,train
3884,Flower,train
1193,Flower,train
6649,Flower,train
8552,Flower,train
773,Flower,train
3516,Flower,train
11467,Flower,train
8608,Flower,train
9617,Flower,train
899,Flower,train
949,Flower,train
1389,Flower,train
11488,Flower,train
5580,Flower,train
3627,Flower,train
6068,Flower,train
1963,Flower,train
671,Flower,train
127,Flower,train
925,Flower,train
861,Flower,train
10434,Flower,train
1623,Flower,train
3073,Flower,train
5088,Flower,train
10592,Flower,train
10420,Flower,train
9958,Flower,train
4299,Flower,train
8982,Flower,train
7399,Flower,train
8211,Flower,train
7679,Flower,train
2538,Flower,train
5136,Flower,train
3975,Flower,train
4418,Flower,train
4005,Flower,train
8800,Flower,train
394,Flower,train
3413,Flower,train
1915,Flower,train
253,Flower,train
3726,Flower,train
3070,Flower,train
6923,Flower,train
9967,Flower,train
3462,Flower,train
6082,Flower,train
1883,Flower,train
4518,Flower,train
8451,Flower,train
660,Flower,train
9852,Flower,train
8500,Flower,train
2671,Flower,train
438,Flower,train
11284,Flower,train
9655,Flower,train
7754,Flower,train
3155,Flower,train
8542,Flower,train
4611,Flower,train
10405,Flower,train
8936,Flower,train
6848,Flower,train
593,Flower,train
7517,Flower,train
756,Flower,train
4500,Flower,train
8121,Flower,train
5603,Flower,train
2016,Flower,train
8743,Flower,train
9274,Flower,train
1377,Flower,train
11670,Flower,train
11593,Flower,train
8344,Flower,train
7220,Flower,train
11821,Flower,train
7263,Flower,train
628,Flower,train
10716,Flower,train
966,Flower,train
7965,Flower,train
1320,Flower,train
5788,Flower,train
421,Flower,train
3635,Flower,train
9474,Flower,train
1434,Flower,train
11631,Flower,train
10336,Flower,train
9366,Flower,train
8297,Flower,train
8264,Flower,train
484,Flower,train
10176,Flower,train
4480,Flower,train
1753,Flower,train
10201,Flower,train
2529,Flower,train
231,Flower,train
1484,Flower,train
2123,Flower,train
2720,Flower,train
2843,Flower,train
11603,Flower,train
4002,Flower,train
4561,Flower,train
317,Flower,train
4793,Flower,train
5548,Flower,train
1593,Flower,train
10399,Flower,train
7745,Flower,train
7673,Flower,train
7574,Flower,train
3008,Flower,train
6402,Flower,train
11452,Flower,train
10678,Flower,train
7788,Flower,train
8802,Flower,train
3948,Flower,train
7122,Flower,train
2177,Flower,train
10130,Flower,train
755,Flower,train
3575,Flower,train
7161,Flower,train
10320,Flower,train
8561,Flower,train
6632,Flower,train
403,Flower,train
11105,Flower,train
2054,Flower,train
1395,Flower,train
10619,Flower,train
1149,Flower,train
3712,Flower,train
1928,Flower,train
729,Flower,train
2941,Flower,train
10054,Flower,train
5394,Flower,train
1419,Flower,train
7026,Flower,train
1347,Flower,train
2755,Flower,train
11252,Flower,train
5884,Flower,train
8774,Flower,train
6356,Flower,train
3459,Flower,train
9804,Flower,train
2825,Flower,train
4703,Flower,train
3348,Flower,train
4749,Flower,train
5443,Flower,train
4603,Flower,train
2043,Flower,train
816,Flower,train
389,Flower,train
2815,Flower,train
7460,Flower,train
10026,Flower,train
2321,Flower,train
9574,Flower,train
8454,Flower,train
7010,Flower,train
3954,Flower,train
2352,Flower,train
3850,Flower,train
4893,Flower,train
4064,Flower,train
6257,Flower,train
6384,Flower,train
4298,Flower,train
10893,Flower,train
8140,Flower,train
7589,Flower,train
11530,Flower,train
5712,Flower,train
6934,Flower,train
10418,Flower,train
1966,Flower,train
77,Flower,train
8199,Flower,train
1942,Flower,train
5423,Flower,train
9898,Flower,train
4605,Flower,train
10339,Flower,train
4738,Flower,train
7079,Flower,train
988,Flower,train
11128,Flower,train
9026,Flower,train
2230,Flower,train
7056,Flower,train
2581,Flower,train
6345,Flower,train
5572,Flower,train
4818,Flower,train
11612,Flower,train
4933,Flower,train
11638,Flower,train
4223,Flower,train
2360,Flower,train
1504,Flower,train
616,Flower,train
1205,Flower,train
5156,Flower,train
637,Flower,train
3089,Flower,train
2824,Flower,train
7847,Flower,train
2770,Flower,train
3900,Flower,train
10442,Flower,train
1339,Flower,train
1719,Flower,train
9257,Flower,train
8270,Flower,train
9148,Flower,train
1674,Flower,train
6787,Flower,train
7779,Flower,train
6574,Flower,train
6503,Flower,train
147,Flower,train
9162,Flower,train
3131,Flower,train
6734,Flower,train
2717,Flower,train
6642,Flower,train
8599,Flower,train
8795,Flower,train
3093,Flower,train
4184,Flower,train
11523,Flower,train
4302,Flower,train
5182,Flower,train
3965,Flower,train
10711,Flower,train
8020,Flower,train
8536,Flower,train
8158,Flower,train
11150,Flower,train
5213,Flower,train
2830,Flower,train
4940,Flower,train
4130,Flower,train
9455,Flower,train
432,Flower,train
7759,Flower,train
3809,Flower,train
1260,Flower,train
3431,Flower,train
8034,Flower,train
6492,Flower,train
7484,Flower,train
709,Flower,train
10452,Flower,train
10781,Flower,train
373,Flower,train
9634,Flower,train
10354,Flower,train
11234,Flower,train
4851,Flower,train
193,Flower,train
6669,Flower,train
1108,Flower,train
6533,Flower,train
1550,Flower,train
9084,Flower,train
5052,Flower,train
11289,Flower,train
11656,Flower,train
3923,Flower,train
5158,Flower,train
6096,Flower,train
9123,Flower,train
1903,Flower,train
3783,Flower,train
8984,Flower,train
7939,Flower,train
10857,Flower,train
2401,Flower,train
10413,Flower,train
1854,Flower,train
1495,Flower,train
8611,Flower,train
4379,Flower,train
2497,Flower,train
6045,Flower,train
8302,Flower,train
9019,Flower,train
3664,Flower,train
867,Flower,train
8922,Flower,train
3143,Flower,train
4966,Flower,train
2730,Flower,train
1517,Flower,train
3596,Flower,train
7523,Flower,train
11057,Flower,train
9448,Flower,train
3802,Flower,train
11797,Flower,train
4647,Flower,train
143,Flower,train
8040,Flower,train
6644,Flower,train
3159,Flower,train
1228,Flower,train
9433,Flower,train
10937,Flower,train
5965,Flower,train
5968,Flower,train
4690,Flower,train
6232,Flower,train
3261,Flower,train
3308,Flower,train
4140,Flower,train
2378,Flower,train
216,Flower,train
4821,Flower,train
9972,Flower,train
464,Flower,train
8422,Flower,train
4465,Flower,train
6778,Flower,train
7509,Flower,train
3464,Flower,train
6277,Flower,train
2088,Flower,train
5435,Flower,train
3586,Flower,train
8232,Flower,train
10159,Flower,train
2467,Flower,train
3933,Flower,train
5506,Flower,train
741,Flower,train
7645,Flower,train
2015,Flower,train
3981,Flower,train
9630,Flower,train
3760,Flower,train
2389,Flower,train
10324,Flower,train
11704,Flower,train
7946,Flower,train
7605,Flower,train
9593,Flower,train
8602,Flower,train
6029,Flower,train
1668,Flower,train
8574,Flower,train
5208,Flower,train
3048,Flower,train
9470,Flower,train
1530,Flower,train
8931,Flower,train
2597,Flower,train
1705,Flower,train
8434,Flower,train
11215,Flower,train
2348,Flower,train
11375,Flower,train
8928,Flower,train
3473,Flower,train
833,Flower,train
10270,Flower,train
1163,Flower,train
782,Flower,train
6399,Flower,train
10720,Flower,train
1892,Flower,train
6128,Flower,train
6751,Flower,train
10352,Flower,train
4559,Flower,train
5222,Flower,train
412,Flower,train
3619,Flower,train
5812,Flower,train
6493,Flower,train
9822,Flower,train
10657,Flower,train
4420,Flower,train
10222,Flower,train
7387,Flower,train
8339,Flower,train
4776,Flower,train
1844,Flower,train
7060,Flower,train
11248,Flower,train
5106,Flower,train
2438,Flower,train
9845,Flower,train
117,Flower,train
8238,Flower,train
8056,Flower,train
858,Flower,train
4956,Flower,train
10253,Flower,train
1895,Flower,train
797,Flower,train
8758,Flower,train
6746,Flower,train
351,Flower,train
6664,Flower,train
5717,Flower,train
9515,Flower,train
63,Flower,train
67,Flower,train
9697,Flower,train
11030,Flower,train
3962,Flower,train
6084,Flower,train
9904,Flower,train
7620,Flower,train
1375,Flower,train
8370,Flower,train
2936,Flower,train
6889,Flower,train
10360,Flower,train
11402,Flower,train
10608,Flower,train
5668,Flower,train
11299,Flower,train
10384,Flower,train
2246,Flower,train
661,Flower,train
10048,Flower,train
5848,Flower,train
6162,Flower,train
10492,Flower,train
873,Flower,train
6555,Flower,train
10269,Flower,train
6194,Flower,train
282,Flower,train
2283,Flower,train
226,Flower,train
9476,Flower,train
1536,Flower,train
10008,Flower,train
10923,Flower,train
3647,Flower,train
5124,Flower,train
11741,Flower,train
2063,Flower,train
956,Flower,train
9440,Flower,train
8822,Flower,train
9561,Flower,train
943,Flower,train
1135,Flower,train
4898,Flower,train
10169,Flower,train
1655,Flower,train
4652,Flower,train
7747,Flower,train
9567,Flower,train
9399,Flower,train
6715,Flower,train
7175,Flower,train
2174,Flower,train
5907,Flower,train
1444,Flower,train
8044,Flower,train
2176,Flower,train
4564,Flower,train
9890,Flower,train
7985,Flower,train
6205,Flower,train
11176,Flower,train
2247,Flower,train
7314,Flower,train
10311,Flower,train
5471,Flower,train
2190,Flower,train
30,Flower,train
4031,Flower,train
1562,Flower,train
11428,Flower,train
8285,Flower,train
7544,Flower,train
10093,Flower,train
4315,Flower,train
5351,Flower,train
80,Flower,train
5702,Flower,train
3332,Flower,train
1863,Flower,train
2508,Flower,train
8680,Flower,train
8975,Flower,train
9014,Flower,train
6335,Flower,train
2866,Flower,train
4037,Flower,train
1548,Flower,train
8167,Flower,train
11296,Flower,train
4951,Flower,train
9637,Flower,train
10513,Flower,train
10511,Flower,train
11633,Flower,train
11101,Flower,train
2640,Flower,train
6304,Flower,train
3979,Flower,train
9652,Flower,train
2164,Flower,train
1482,Flower,train
343,Flower,train
1230,Flower,train
9555,Flower,train
6,Flower,train
6427,Flower,train
1574,Flower,train
11783,Flower,train
8792,Flower,train
6870,Flower,train
11194,Flower,train
4491,Flower,train
10314,Flower,train
8804,Flower,train
2275,Flower,train
11497,Flower,train
9502,Flower,train
4404,Flower,train
537,Flower,train
8401,Flower,train
10749,Flower,train
5049,Flower,train
6073,Flower,train
2211,Flower,train
999,Flower,train
8994,Flower,train
7654,Flower,train
2112,Flower,train
10247,Flower,train
5081,Flower,train
5890,Flower,train
6679,Flower,train
3755,Flower,train
2871,Flower,train
2709,Flower,train
9232,Flower,train
11383,Flower,train
11606,Flower,train
5327,Flower,train
5402,Flower,train
6195,Flower,train
405,Flower,train
11504,Flower,train
10580,Flower,train
10661,Flower,train
8008,Flower,train
5961,Flower,train
3651,Flower,train
9358,Flower,train
715,Flower,train
2443,Flower,train
8092,Flower,train
1878,Flower,train
5741,Flower,train
3529,Flower,train
802,Flower,train
8139,Flower,train
2535,Flower,train
10037,Flower,train
3695,Flower,train
7382,Flower,train
3542,Flower,train
6695,Flower,train
3315,Flower,train
10105,Flower,train
9381,Flower,train
1807,Flower,train
9106,Flower,train
3418,Flower,train
4538,Flower,train
11187,Flower,train
5821,Flower,train
5317,Flower,train
5605,Flower,train
10341,Flower,train
3197,Flower,train
168,Flower,train
1143,Flower,train
589,Flower,train
1703,Flower,train
776,Flower,train
7525,Flower,train
8227,Flower,train
9127,Flower,train
8489,Flower,train
6507,Flower,train
9246,Flower,train
7466,Flower,train
2342,Flower,train
2243,Flower,train
4719,Flower,train
9277,Flower,train
9978,Flower,train
8761,Flower,train
429,Flower,train
10624,Flower,train
459,Flower,train
5264,Flower,train
5018,Flower,train
10067,Flower,train
8912,Flower,train
2138,Flower,train
2615,Flower,train
10616,Flower,train
8387,Flower,train
1003,Flower,train
826,Flower,train
2073,Flower,train
6596,Flower,train
6508,Flower,train
7473,Flower,train
11712,Flower,train
2705,Flower,train
7956,Flower,train
3256,Flower,train
7557,Flower,train
6967,Flower,train
3588,Flower,train
6444,Flower,train
8681,Flower,train
10029,Flower,train
2286,Flower,train
10184,Flower,train
10501,Flower,train
11595,Flower,train
2091,Flower,train
8430,Flower,train
3779,Flower,train
2608,Flower,train
4099,Flower,train
5371,Flower,train
11159,Flower,train
3786,Flower,train
9896,Flower,train
8277,Flower,train
11287,Flower,train
4930,Flower,train
9326,Flower,train
9858,Flower,train
8013,Flower,train
3212,Flower,train
11566,Flower,train
3294,Flower,train
9057,Flower,train
2175,Flower,train
3930,Flower,train
6243,Flower,train
3642,Flower,train
554,Flower,train
7951,Flower,train
3351,Flower,train
4233,Flower,train
8403,Flower,train
8424,Flower,train
5116,Flower,train
4334,Flower,train
11080,Flower,train
2746,Flower,train
7141,Flower,train
4109,Flower,train
9930,Flower,train
203,Flower,train
6497,Flower,train
164,Flower,train
9478,Flower,train
491,Flower,train
131,Flower,train
3426,Flower,train
335,Flower,train
902,Flower,train
10440,Flower,train
5525,Flower,train
11087,Flower,train
5561,Flower,train
7859,Flower,train
5864,Flower,train
11240,Flower,train
6254,Flower,train
5792,Flower,train
5427,Flower,train
7631,Flower,train
11221,Flower,train
6122,Flower,train
1855,Flower,train
5667,Flower,train
1269,Flower,train
8847,Flower,train
8532,Flower,train
4970,Flower,train
7249,Flower,train
5594,Flower,train
9758,Flower,train
5261,Flower,train
2404,Flower,train
1329,Flower,train
3893,Flower,train
1620,Flower,train
10294,Flower,train
7641,Flower,train
4573,Flower,train
11355,Flower,train
853,Flower,train
3842,Flower,train
4494,Flower,train
9750,Flower,train
3609,Flower,train
4760,Flower,train
8866,Flower,train
5530,Flower,train
313,Flower,train
8005,Flower,train
3836,Flower,train
11543,Flower,train
9181,Flower,train
11646,Flower,train
5692,Flower,train
667,Flower,train
10924,Flower,train
10922,Flower,train
9260,Flower,train
6556,Flower,train
882,Flower,train
3087,Flower,train
7608,Flower,train
172,Flower,train
10259,Flower,train
3853,Flower,train
10801,Flower,train
286,Flower,train
4541,Flower,train
10823,Flower,train
1716,Flower,train
5274,Flower,train
10514,Flower,train
7798,Flower,train
8594,Flower,train
334,Flower,train
6627,Flower,train
1398,Flower,train
237,Flower,train
4467,Flower,train
1334,Flower,train
11302,Flower,train
11614,Flower,train
1033,Flower,train
4145,Flower,train
1846,Flower,train
9947,Flower,train
1746,Flower,train
9919,Flower,train
6867,Flower,train
4509,Flower,train
5020,Flower,train
3742,Flower,train
9009,Flower,train
330,Flower,train
5924,Flower,train
5206,Flower,train
4162,Flower,train
8712,Flower,train
8663,Flower,train
150,Flower,train
1416,Flower,train
8233,Flower,train
523,Flower,train
1171,Flower,train
7091,Flower,train
5016,Flower,train
5825,Flower,train
4764,Flower,train
8496,Flower,train
1974,Flower,train
11416,Flower,train
9785,Flower,train
535,Flower,train
11353,Flower,train
10595,Flower,train
1178,Flower,train
7542,Flower,train
3156,Flower,train
3640,Flower,train
10208,Flower,train
6654,Flower,train
435,Flower,train
6950,Flower,train
527,Flower,train
6761,Flower,train
1218,Flower,train
2060,Flower,train
2779,Flower,train
11808,Flower,train
11380,Flower,train
540,Flower,train
6987,Flower,train
620,Flower,train
9824,Flower,train
1264,Flower,train
10380,Flower,train
6487,Flower,train
1175,Flower,train
8896,Flower,train
3752,Flower,train
2630,Flower,train
5488,Flower,train
5981,Flower,train
9225,Flower,train
2751,Flower,train
10015,Flower,train
7265,Flower,train
9241,Flower,train
3098,Flower,train
8358,Flower,train
9045,Flower,train
5784,Flower,train
5629,Flower,train
10121,Flower,train
11341,Flower,train
892,Flower,train
2546,Flower,train
4139,Flower,train
9878,Flower,train
9729,Flower,train
6728,Flower,train
4338,Flower,train
9395,Flower,train
5172,Flower,train
3226,Flower,train
82,Flower,train
2386,Flower,train
4694,Flower,train
5458,Flower,train
9613,Flower,train
1152,Flower,train
10692,Flower,train
2845,Flower,train
4226,Flower,train
1315,Flower,train
3282,Flower,train
10238,Flower,train
7439,Flower,train
8176,Flower,train
5592,Flower,train
10828,Flower,train
7345,Flower,train
1785,Flower,train
11143,Flower,train
8558,Flower,train
1301,Flower,train
2878,Flower,train
7349,Flower,train
6171,Flower,train
7708,Flower,train
985,Flower,train
10266,Flower,train
1649,Flower,train
4019,Flower,train
8082,Flower,train
706,Flower,train
9137,Flower,train
5011,Flower,train
3830,Flower,train
8695,Flower,train
1979,Flower,train
9776,Flower,train
6021,Flower,train
3790,Flower,train
1642,Flower,train
4595,Flower,train
3622,Flower,train
811,Flower,train
9509,Flower,train
1834,Flower,train
7443,Flower,train
3573,Flower,train
6544,Flower,train
7793,Flower,train
9769,Flower,train
263,Flower,train
97,Flower,train
6459,Flower,train
1023,Flower,train
9591,Flower,train
4880,Flower,train
11591,Flower,train
6864,Flower,train
5618,Flower,train
10506,Flower,train
7064,Flower,train
6817,Flower,train
441,Flower,train
7472,Flower,train
1255,Flower,train
10576,Flower,train
10586,Flower,train
10788,Flower,train
832,Flower,train
5556,Flower,train
7988,Flower,train
3453,Flower,train
11521,Flower,train
7942,Flower,train
852,Flower,train
2215,Flower,train
6946,Flower,train
4370,Flower,train
10631,Flower,train
4527,Sugar,train
9715,Sugar,train
1004,Sugar,train
8794,Sugar,train
319,Sugar,train
3720,Sugar,train
312,Sugar,train
6049,Sugar,train
9787,Sugar,train
7130,Sugar,train
10942,Sugar,train
5696,Sugar,train
8629,Sugar,train
9096,Sugar,train
7107,Sugar,train
309,Sugar,train
6622,Sugar,train
10706,Sugar,train
9543,Sugar,train
1688,Sugar,train
9792,Sugar,train
9053,Sugar,train
5905,Sugar,train
568,Sugar,train
2563,Sugar,train
11307,Sugar,train
2307,Sugar,train
11490,Sugar,train
2858,Sugar,train
3528,Sugar,train
2930,Sugar,train
6450,Sugar,train
8175,Sugar,train
7001,Sugar,train
4967,Sugar,train
251,Sugar,train
55,Sugar,train
6498,Sugar,train
2252,Sugar,train
339,Sugar,train
8935,Sugar,train
3126,Sugar,train
3081,Sugar,train
2131,Sugar,train
1137,Sugar,train
1292,Sugar,train
9008,Sugar,train
8699,Sugar,train
1351,Sugar,train
10697,Sugar,train
6529,Sugar,train
2593,Sugar,train
3357,Sugar,train
292,Sugar,train
7086,Sugar,train
1379,Sugar,train
2244,Sugar,train
8171,Sugar,train
2359,Sugar,train
7445,Sugar,train
7809,Sugar,train
5247,Sugar,train
872,Sugar,train
1725,Sugar,train
11690,Sugar,train
3396,Sugar,train
9072,Sugar,train
11444,Sugar,train
20,Sugar,train
6318,Sugar,train
2657,Sugar,train
9660,Sugar,train
4759,Sugar,train
6610,Sugar,train
4531,Sugar,train
2757,Sugar,train
8144,Sugar,train
5310,Sugar,train
3358,Sugar,train
9288,Sugar,train
9407,Sugar,train
2515,Sugar,train
8064,Sugar,train
4483,Sugar,train
520,Sugar,train
11532,Sugar,train
2403,Sugar,train
295,Sugar,train
7392,Sugar,train
1305,Sugar,train
8410,Sugar,train
3401,Sugar,train
3102,Sugar,train
8713,Sugar,train
1141,Sugar,train
6215,Sugar,train
7928,Sugar,train
1624,Sugar,train
9035,Sugar,train
2995,Sugar,train
5202,Sugar,train
997,Sugar,train
11002,Sugar,train
5600,Sugar,train
7625,Sugar,train
1084,Sugar,train
3902,Sugar,train
8509,Sugar,train
11824,Sugar,train
6310,Sugar,train
7669,Sugar,train
4704,Sugar,train
8618,Sugar,train
4996,Sugar,train
7862,Sugar,train
5226,Sugar,train
7621,Sugar,train
5641,Sugar,train
11008,Sugar,train
9625,Sugar,train
8069,Sugar,train
7374,Sugar,train
5155,Sugar,train
6602,Sugar,train
5480,Sugar,train
10307,Sugar,train
4829,Sugar,train
1237,Sugar,train
6394,Sugar,train
3225,Sugar,train
4398,Sugar,train
10874,Sugar,train
5676,Sugar,train
6859,Sugar,train
3324,Sugar,train
10803,Sugar,train
2274,Sugar,train
5876,Sugar,train
7173,Sugar,train
37,Sugar,train
7225,Sugar,train
1246,Sugar,train
2868,Sugar,train
2928,Sugar,train
4547,Sugar,train
4900,Sugar,train
5192,Sugar,train
8938,Sugar,train
7699,Sugar,train
2195,Sugar,train
7065,Sugar,train
6854,Sugar,train
8883,Sugar,train
3824,Sugar,train
1192,Sugar,train
5520,Sugar,train
1643,Sugar,train
4568,Sugar,train
7195,Sugar,train
136,Sugar,train
1129,Sugar,train
2021,Sugar,train
2517,Sugar,train
149,Sugar,train
7992,Sugar,train
4709,Sugar,train
1543,Sugar,train
4381,Sugar,train
10174,Sugar,train
2451,Sugar,train
1738,Sugar,train
3247,Sugar,train
7713,Sugar,train
11574,Sugar,train
8423,Sugar,train
7069,Sugar,train
4469,Sugar,train
10542,Sugar,train
4060,Sugar,train
10196,Sugar,train
1118,Sugar,train
10907,Sugar,train
10478,Sugar,train
1759,Sugar,train
3738,Sugar,train
6666,Sugar,train
9918,Sugar,train
9085,Sugar,train
3936,Sugar,train
6221,Sugar,train
4203,Sugar,train
7682,Sugar,train
8898,Sugar,train
8332,Sugar,train
11619,Sugar,train
8476,Sugar,train
3254,Sugar,train
10590,Sugar,train
4942,Sugar,train
10575,Sugar,train
11459,Sugar,train
5833,Sugar,train
10688,Sugar,train
7024,Sugar,train
344,Sugar,train
8838,Sugar,train
1692,Sugar,train
1836,Sugar,train
494,Sugar,train
5590,Sugar,train
5497,Sugar,train
1667,Sugar,train
7340,Sugar,train
8851,Sugar,train
7268,Sugar,train
2836,Sugar,train
6407,Sugar,train
6741,Sugar,train
10188,Sugar,train
3158,Sugar,train
8394,Sugar,train
799,Sugar,train
1962,Sugar,train
9713,Sugar,train
2407,Sugar,train
3496,Sugar,train
2471,Sugar,train
686,Sugar,train
3196,Sugar,train
5197,Sugar,train
4811,Sugar,train
3268,Sugar,train
6300,Sugar,train
566,Sugar,train
8417,Sugar,train
10033,Sugar,train
11751,Sugar,train
11347,Sugar,train
7465,Sugar,train
6411,Sugar,train
7120,Sugar,train
2932,Sugar,train
3781,Sugar,train
3088,Sugar,train
6260,Sugar,train
7765,Sugar,train
3177,Sugar,train
7835,Sugar,train
6491,Sugar,train
11251,Sugar,train
10636,Sugar,train
9482,Sugar,train
6652,Sugar,train
4589,Sugar,train
1670,Sugar,train
